song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Walking In My Shoes,54,171809,0.00941,0.633,0.777,0.000302,9,0.1669999999999999,-4.995,1,0.0528,130.02700000000002,4,0.299
Don't Cha,69,272080,0.00603,0.879,0.643,1.42e-06,1,0.0992,-3.709,1,0.0888,120.012,4,0.5820000000000001
That's All She Wrote (feat. Eminem),6,318360,0.0328,0.496,0.785,0.0,7,0.0941,-3.472,1,0.306,170.02,4,0.357
Yaavar,20,480920,0.897,0.295,0.37,0.0164,10,0.1169999999999999,-11.523,0,0.0345,138.124,3,0.218
Yes Indeed,91,142273,0.035,0.964,0.346,0.0,5,0.108,-9.309,0,0.53,119.958,4,0.562
Crawl,59,238906,1.17e-05,0.213,0.91,1.32e-05,5,0.222,-3.346,0,0.0722,81.199,4,0.389
Darkside,89,211866,0.1639999999999999,0.425,0.642,0.0,4,0.118,-5.06,0,0.0502,170.00799999999998,4,0.1119999999999999
Dyslexic Heart,51,271200,0.0391,0.637,0.902,3.57e-06,0,0.128,-5.064,1,0.0292,136.575,4,0.843
Junior High,53,182857,0.0334,0.939,0.315,1.5399999999999998e-05,1,0.1119999999999999,-9.321,1,0.487,125.989,4,0.114
Ho Hey,71,163133,0.794,0.685,0.466,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,4,0.353
"Buzz, Buzz, Buzz",36,136333,0.732,0.578,0.469,4.38e-06,0,0.192,-9.614,1,0.405,173.9,4,0.962
Stupify,62,274000,0.00108,0.597,0.939,9.77e-05,1,0.201,-3.0010000000000003,1,0.0446,98.0,4,0.422
Made In China,65,171733,0.00397,0.79,0.779,0.000155,1,0.159,-2.642,1,0.0416,150.115,4,0.228
Milkshake,69,182626,0.0098599999999999,0.8809999999999999,0.774,0.0346,1,0.206,-6.068,1,0.0439,112.968,4,0.759
Mambo No 5,52,162213,0.337,0.816,0.416,0.7909999999999999,5,0.0452,-17.795,0,0.244,90.148,4,0.8170000000000001
Riverside 2099,71,234533,0.0664,0.8,0.863,0.916,9,0.3879999999999999,-5.242000000000001,1,0.0575,125.99,4,0.7170000000000001
Rosa Parks,67,324373,0.104,0.792,0.701,0.0,6,0.7609999999999999,-7.198,0,0.283,103.888,4,0.251
Leona,17,263653,0.581,0.8,0.536,0.0078599999999999,8,0.162,-8.612,1,0.0675,102.967,4,0.416
No Longer Mine,29,123257,0.0219,0.66,0.716,8.69e-06,7,0.276,-5.597,1,0.0594,140.05200000000002,4,0.291
Cumbia sobre el río / Interludio,58,342973,0.0237,0.711,0.816,0.797,1,0.294,-6.397,1,0.0515,96.999,4,0.861
Linger,41,274760,0.0841,0.4379999999999999,0.428,4.63e-05,7,0.138,-14.861,1,0.0263,94.864,4,0.209
Nonchalant,67,183454,0.321,0.568,0.368,0.000618,11,0.121,-12.486,0,0.447,79.697,4,0.0544
Empty Space,39,214226,0.215,0.4039999999999999,0.531,0.0,1,0.0521,-4.328,1,0.103,164.84799999999998,4,0.321
Pasarela,70,227466,0.0909,0.805,0.8140000000000001,6.47e-06,7,0.188,-6.102,1,0.0642,95.016,4,0.509
Blame Game,62,469866,0.305,0.425,0.581,6.3e-05,10,0.11,-5.964,0,0.0646,83.352,4,0.636
Girl - Acoustic,70,211881,0.945,0.413,0.272,0.0279,1,0.1119999999999999,-11.568,1,0.0317,109.69,4,0.355
All or Nothing,55,198144,0.00103,0.466,0.954,2.94e-06,7,0.111,-5.077,1,0.3329999999999999,198.049,4,0.325
Fire,64,205617,0.263,0.386,0.7140000000000001,0.0,6,0.233,-5.597,0,0.381,89.807,4,0.289
Donde Estas Corazon,66,231693,0.0635,0.743,0.78,0.0,7,0.126,-9.212,1,0.0722,109.044,4,0.597
Don't You Know,43,248173,0.175,0.748,0.7040000000000001,0.00486,5,0.12,-8.978,0,0.0637,112.009,4,0.758
Recargar,27,196383,0.0206,0.83,0.982,0.83,2,0.14,-1.246,1,0.163,140.028,4,0.621
On The Floor,52,284866,0.107,0.726,0.779,0.000252,3,0.098,-5.198,0,0.0603,129.97299999999998,4,0.556
Pagina Del Amor,47,298600,0.512,0.723,0.713,0.000271,2,0.264,-7.343999999999999,0,0.0375,173.05599999999998,4,0.836
Fukk Sleep,73,192973,0.4429999999999999,0.7929999999999999,0.412,7.43e-05,2,0.2189999999999999,-9.305,1,0.364,135.937,4,0.307
Take Your Records Home,48,176653,0.941,0.493,0.185,3.24e-05,6,0.1159999999999999,-12.334,1,0.0295,131.52700000000002,4,0.276
Iris,79,289906,0.00133,0.291,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513
Siempre Seré,54,324466,0.138,0.604,0.693,0.0,0,0.355,-6.289,0,0.031,165.447,4,0.901
The Fire,31,207746,0.0292,0.8370000000000001,0.578,0.0043,6,0.103,-6.627999999999999,1,0.0337,99.056,4,0.532
TUI,55,110445,0.389,0.6,0.427,0.894,5,0.0836,-10.311,0,0.0355,130.556,5,0.135
Celoso,87,179693,0.352,0.746,0.703,0.0,4,0.331,-4.178999999999999,0,0.107,166.043,4,0.667
Cabo E,48,256773,0.8370000000000001,0.5489999999999999,0.758,0.000135,10,0.166,-6.62,1,0.0363,112.435,4,0.758
Erase,42,209013,0.258,0.732,0.479,3.52e-06,6,0.0726,-6.367000000000001,1,0.0401,152.05200000000002,4,0.794
Follow My Voice,64,242387,0.959,0.408,0.0811,4.38e-05,2,0.133,-14.655,1,0.0402,111.263,5,0.177
Cucala,34,229373,0.3279999999999999,0.675,0.746,0.0067599999999999,7,0.298,-4.97,1,0.0359,100.762,4,0.967
Here Comes The Boom,7,251560,0.00214,0.59,0.969,0.132,7,0.952,-3.3960000000000004,1,0.0817,105.022,4,0.223
Taking A Walk,83,121680,0.68,0.767,0.5379999999999999,0.0,0,0.192,-6.044,0,0.052,81.031,4,0.3429999999999999
Running With The Wolves,60,194760,0.253,0.531,0.568,7.7e-05,5,0.26,-5.53,1,0.0571,164.127,4,0.4379999999999999
Believe,77,239026,0.0082,0.652,0.917,0.0,6,0.0509,-6.72,1,0.0548,132.975,4,0.4589999999999999
Wendy,52,226162,0.994,0.391,0.419,0.301,1,0.362,-11.111,1,0.0341,115.376,4,0.104
See See Rider,51,149093,0.643,0.674,0.371,0.0,1,0.0419,-16.429000000000002,1,0.0626,93.834,4,0.941
Echo's Answer,45,191893,0.948,0.313,0.241,0.8590000000000001,0,0.102,-16.474,1,0.0381,119.88,3,0.0863
All My Life,54,217000,0.00491,0.631,0.807,0.0,11,0.178,-2.126,0,0.0348,120.021,4,0.539
At Home He's a Tourist,43,210866,0.0072099999999999,0.65,0.518,0.13,0,0.0969,-9.069,1,0.301,138.822,4,0.603
SexyBack,77,242733,0.0584,0.967,0.583,0.0,7,0.0519,-5.562,0,0.0789,117.0,4,0.964
Fever To The Form,66,251184,0.789,0.3429999999999999,0.539,0.157,0,0.108,-9.72,0,0.0297,142.065,4,0.228
Yeah!,79,250373,0.0183,0.894,0.7909999999999999,0.0,2,0.0388,-4.699,1,0.1119999999999999,105.018,4,0.583
Killing In The Name,79,313573,0.0266,0.466,0.833,0.0,7,0.0327,-4.215,1,0.304,88.785,4,0.6609999999999999
One Of Us,13,316160,0.0072599999999999,0.488,0.417,1.04e-05,9,0.136,-10.775,1,0.0251,87.634,4,0.418
Showoff,53,253000,0.4029999999999999,0.642,0.703,1.2e-05,10,0.086,-6.9270000000000005,1,0.0845,133.968,4,0.304
The High Road,32,264773,0.0506,0.547,0.8420000000000001,0.8390000000000001,7,0.0697,-7.049,1,0.0276,153.391,4,0.949
La Bamba,57,172733,0.0699,0.348,0.7509999999999999,0.0007379999999999,0,0.208,-12.823,1,0.0494,156.509,4,0.8859999999999999
No Right To Love You - Acoustic,73,229557,0.866,0.531,0.2689999999999999,0.0,1,0.1159999999999999,-10.6,1,0.0406,84.186,4,0.52
Switch,9,189540,0.00941,0.778,0.667,1.2e-05,6,0.0581,-6.056,1,0.13,76.983,4,0.764
I Want To Hold Your Hand - Remastered 2015,74,145746,0.386,0.49,0.715,0.0,7,0.311,-5.549,1,0.0476,130.726,4,0.866
New Rules,88,209320,0.00261,0.762,0.7,1.56e-05,9,0.153,-6.021,0,0.0694,116.073,4,0.608
Pretend,53,153692,0.63,0.614,0.467,0.914,11,0.107,-8.169,1,0.0325,172.05599999999998,4,0.621
"Flair (feat. Octavian, Yxng Bane and Suspect)",49,232380,0.0769,0.715,0.5710000000000001,0.0,1,0.273,-5.309,0,0.408,125.976,5,0.422
The Black Pearl - Body Bangers Edit,43,217500,0.104,0.731,0.963,0.89,7,0.138,-2.532,1,0.0512,128.014,4,0.456
Shake It,56,182502,0.1159999999999999,0.732,0.992,0.00588,8,0.0567,-3.216,1,0.1,149.94299999999998,4,0.664
Mind Your Own Business,34,193373,0.0307,0.871,0.61,0.0002029999999999,7,0.0674,-7.565,1,0.239,134.507,4,0.7879999999999999
Cocaine,70,221640,0.0607,0.6990000000000001,0.502,0.0337,9,0.317,-12.526,1,0.0278,105.266,4,0.6759999999999999
When I Get Home (Hotel California),58,203813,0.406,0.7290000000000001,0.698,0.0,5,0.108,-4.986000000000001,0,0.0545,131.966,4,0.466
Perfect,55,164101,0.0244,0.77,0.6759999999999999,0.0,6,0.103,-7.223,1,0.0369,108.944,4,0.606
Mr La Di Da Di,52,200214,0.126,0.8059999999999999,0.7340000000000001,0.0,4,0.909,-7.763,0,0.276,100.935,4,0.642
Actin' Different,33,228000,0.0216,0.843,0.64,0.0,7,0.0791,-7.807,0,0.27,147.006,4,0.672
Ice Me Out,52,182662,0.0569,0.883,0.486,0.000657,11,0.0837,-9.463,1,0.368,150.001,4,0.427
Blue Monday - 2016 Remastered Version,73,450800,0.000726,0.7929999999999999,0.703,0.88,0,0.075,-9.548,1,0.0581,130.27,4,0.856
Supreme,59,150752,0.263,0.484,0.711,0.0,8,0.104,-3.848,1,0.341,102.05,4,0.515
Hip Hop Hooray,17,267266,0.102,0.862,0.642,0.0,6,0.272,-13.652,0,0.1009999999999999,99.201,4,0.765
You're The Inspiration - 2006 Remastered Version,72,229240,0.368,0.583,0.602,0.0,11,0.22,-6.364,1,0.0274,74.008,4,0.3879999999999999
Empty Spaces,48,205093,6.3e-05,0.495,0.943,0.053,0,0.168,-3.884,1,0.104,116.07,4,0.357
Ginger,64,159010,0.0701,0.7909999999999999,0.935,0.0036899999999999,3,0.0511,-4.118,0,0.074,121.999,4,0.802
NFWMB,69,259253,0.895,0.379,0.373,0.0718,3,0.115,-12.175999999999998,0,0.0309,176.002,1,0.352
I Would Like - Gorgon City Remix,52,263655,0.00806,0.7190000000000001,0.557,0.00877,2,0.0965,-6.187,0,0.0355,121.997,4,0.488
Alive,59,210866,6.620000000000001e-05,0.337,0.917,0.000643,0,0.0835,-6.485,1,0.0764,127.894,4,0.302
Wake Me When It's Quiet,59,215357,0.365,0.6890000000000001,0.51,0.000333,4,0.126,-6.707000000000001,0,0.0458,111.951,4,0.25
Lady Lady,67,158000,0.295,0.711,0.6809999999999999,6.47e-06,2,0.1369999999999999,-5.188,1,0.222,99.694,4,0.461
Orange Skies,40,244226,0.0954,0.7979999999999999,0.652,4.970000000000001e-05,0,0.188,-7.86,1,0.0285,131.987,4,0.411
Dissolve,50,224109,0.245,0.765,0.8370000000000001,0.519,4,0.0971,-7.981,1,0.0591,125.04,4,0.428
Free Fallin',73,256000,0.2189999999999999,0.63,0.449,0.0,5,0.0622,-13.243,1,0.0252,84.37799999999999,4,0.623
Wretched,44,130169,0.951,0.5329999999999999,0.3979999999999999,0.932,4,0.111,-10.525,0,0.031,120.09,4,0.0668
Honey All Over,28,196022,0.2689999999999999,0.579,0.73,3.21e-05,2,0.136,-7.312,1,0.0317,113.941,4,0.629
Inyathi,40,331034,0.00296,0.611,0.955,0.8140000000000001,7,0.535,-5.47,1,0.0433,144.975,4,0.575
My Number,72,240533,0.0319,0.639,0.7440000000000001,0.000458,6,0.466,-8.377,0,0.0368,128.047,4,0.825
Who Needs You,50,198880,1.53e-05,0.331,0.913,0.0225,5,0.131,-2.929,1,0.0367,207.838,4,0.818
Chandelier,41,247377,0.868,0.256,0.1369999999999999,0.0,11,0.19,-10.338,1,0.038,70.692,4,0.143
Bring Back the Summer (feat. OLY),53,200204,0.0691,0.654,0.752,1.79e-06,11,0.077,-3.676,0,0.0316,97.998,4,0.4529999999999999
Just Like Paradise,54,243280,0.0219,0.611,0.853,0.0,2,0.6709999999999999,-4.9830000000000005,1,0.034,135.558,4,0.376
Tequila - R3HAB Remix,66,157424,0.0119,0.578,0.862,1.7899999999999998e-05,8,0.0744,-3.059,0,0.0405,100.049,4,0.547
My Friends Over You,63,220200,0.000291,0.3979999999999999,0.978,0.0,2,0.0947,-4.001,1,0.133,177.797,4,0.441
Get It Right (feat. MØ),46,172500,0.108,0.456,0.833,1.7100000000000002e-05,0,0.0592,-4.242,1,0.0964,159.808,4,0.261
Wide World,19,213540,0.899,0.547,0.693,0.0121,11,0.0705,-7.18,0,0.0286,168.093,4,0.634
Together - Radio Edit,49,211533,0.000985,0.64,0.939,0.483,4,0.0867,-6.843999999999999,1,0.0463,126.036,4,0.311
Dream On,0,214013,0.0428,0.311,0.664,0.0,5,0.252,-4.915,0,0.0342,115.979,4,0.103
Come Together - Remastered,38,259946,0.0302,0.5329999999999999,0.376,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187
Loss,50,118932,0.893,0.527,0.187,0.919,9,0.1,-11.717,1,0.307,170.39700000000002,4,0.805
ATA,65,187320,0.015,0.7170000000000001,0.496,0.0,5,0.139,-6.263,0,0.045,140.01,4,0.301
ILY x11,40,141662,0.922,0.718,0.192,0.945,6,0.111,-20.504,1,0.035,82.73100000000001,4,0.0825
Tell Me,49,231146,0.221,0.731,0.575,0.000217,7,0.108,-5.935,1,0.0388,100.073,4,0.937
Wolf Like Me,61,277466,0.00175,0.357,0.787,0.00611,7,0.115,-4.979,1,0.0419,175.882,4,0.191
TriggerPulse,39,253146,6.159999999999999e-05,0.344,0.903,0.0322,8,0.168,-5.018,1,0.11,175.158,4,0.218
Semi-Charmed Life,76,268360,0.00832,0.64,0.8640000000000001,0.0,7,0.123,-6.5760000000000005,1,0.0315,102.026,4,0.7
Total Eclipse of the Heart,75,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184
Pump Up the Jam,9,217142,0.0145,0.8859999999999999,0.78,2.96e-06,10,0.0453,-10.78,0,0.102,124.778,4,0.6
Now and Later,67,193181,0.273,0.7809999999999999,0.57,0.0,11,0.196,-5.874,0,0.188,107.059,4,0.858
Can't Seem To Make You Mine,52,185480,0.148,0.6990000000000001,0.384,0.0,7,0.121,-13.691,1,0.044,109.573,4,0.584
You Rascal You,47,141093,0.516,0.604,0.665,6.77e-06,5,0.0766,-7.981,1,0.305,84.691,4,0.48
Low (feat T-Pain),78,231400,0.0928,0.918,0.609,0.0,10,0.139,-5.64,0,0.0791,128.00799999999998,4,0.304
Body - Orjan Nilsen Remix,30,192380,0.0173,0.654,0.916,0.00834,5,0.444,-2.195,0,0.2239999999999999,126.108,4,0.408
In My Feelings,98,217925,0.0589,0.835,0.626,6e-05,1,0.396,-5.832999999999999,1,0.125,91.03,4,0.35
Older,58,207192,0.366,0.746,0.765,0.00156,3,0.0799,-5.487,1,0.054,154.971,5,0.972
Wild Horses,68,341773,0.669,0.371,0.4039999999999999,0.0045299999999999,7,0.0805,-6.452000000000001,1,0.0255,74.38600000000001,4,0.153
Nont For Sale,11,219690,0.0906,0.757,0.502,4.16e-06,11,0.126,-7.522,0,0.0909,139.998,4,0.3989999999999999
The Wurlitzer Prize (I Don't Want to Get Over You),35,128253,0.861,0.597,0.346,0.00309,7,0.13,-12.679,1,0.0399,118.704,4,0.499
Bring It On Over,68,182133,0.00385,0.705,0.7609999999999999,0.0,0,0.186,-4.579,1,0.0298,99.986,4,0.8190000000000001
Schedules,64,181033,0.00387,0.769,0.7190000000000001,0.00181,4,0.294,-6.122999999999999,1,0.126,99.869,4,0.423
Painkiller,62,202626,0.00298,0.583,0.926,0.00101,0,0.121,-3.2960000000000003,1,0.0318,99.988,4,0.2
Call Me,67,212600,0.000785,0.56,0.825,0.00246,2,0.0892,-6.711,0,0.0347,142.66899999999998,4,0.74
Vibes (feat. Slimmy B & Yhung T.O.),67,130479,0.158,0.805,0.562,0.0,6,0.108,-8.991,1,0.286,103.016,4,0.324
The Seed (2.0),65,267933,0.039,0.758,0.957,0.0,7,0.133,-2.282,1,0.0357,111.119,4,0.966
Front Desk,64,200666,0.153,0.838,0.625,0.0,10,0.593,-6.417000000000001,0,0.0539,113.967,4,0.386
The Grand Tour,53,187373,0.944,0.4579999999999999,0.275,0.0194,10,0.271,-11.498,1,0.0261,88.71799999999999,4,0.449
Lump,70,134200,0.00468,0.499,0.873,0.0,6,0.165,-3.902,1,0.0386,142.726,4,0.8640000000000001
Te He Prometido (En Vivo),63,190280,0.221,0.674,0.8909999999999999,0.0,7,0.927,-4.7860000000000005,1,0.0477,129.97,4,0.648
Ironic,60,225933,0.25,0.295,0.593,0.0,11,0.236,-7.572,1,0.0555,85.48200000000001,4,0.37
Oblivious,37,190773,0.0404,0.647,0.7829999999999999,0.124,6,0.0635,-7.712999999999999,0,0.0548,112.373,4,0.924
B Cool (feat. Melanie Faye),60,199245,0.5589999999999999,0.794,0.368,0.6940000000000001,8,0.0864,-12.725,1,0.0523,140.063,4,0.775
Rawnald Gregory Erickson the Second,64,173693,0.2289999999999999,0.9,0.5379999999999999,0.843,7,0.287,-7.879,1,0.0343,95.508,4,0.713
Crystal Closet Queen,35,179866,0.355,0.626,0.882,0.000537,7,0.8340000000000001,-8.818999999999999,1,0.0307,130.06,4,0.977
When You Say Nothing At All,63,261120,0.7140000000000001,0.509,0.242,0.000365,3,0.127,-13.353,1,0.0291,169.642,4,0.4479999999999999
I Choose You,67,218573,0.105,0.731,0.5720000000000001,0.0001199999999999,6,0.133,-7.888999999999999,0,0.0445,154.03799999999998,4,0.947
Wish I (feat. Tory Lanez),51,201407,0.0267,0.818,0.49,0.0002089999999999,11,0.114,-7.612999999999999,0,0.238,119.95,5,0.616
A quien le importa,52,205306,0.008,0.568,0.8490000000000001,0.000343,7,0.145,-10.472,1,0.0338,130.746,4,0.809
Carried Away,52,196720,0.019,0.636,0.98,2.37e-06,11,0.0905,-2.222,0,0.0476,129.996,4,0.96
Fine Girl - James Hype Remix,45,171250,0.0849,0.7859999999999999,0.843,0.000265,7,0.0856,-5.824,1,0.0401,124.94,4,0.693
Forever & Ever More,26,208133,0.00582,0.289,0.841,0.00771,8,0.267,-4.33,1,0.146,183.17,3,0.3989999999999999
Never Be the Same (feat. Kane Brown),66,225539,0.238,0.6,0.6709999999999999,0.0,0,0.1639999999999999,-4.875,1,0.0893,129.782,4,0.25
Don't Want To Know If You Are Lonely,54,210866,0.00128,0.305,0.965,0.00124,0,0.317,-5.926,1,0.0809,90.81,4,0.644
Sin Vergüenza,13,373005,0.147,0.713,0.733,2.15e-05,11,0.0503,-4.54,0,0.0576,94.198,4,0.745
Whiskey River - Live,36,211760,0.362,0.516,0.741,0.0142,7,0.127,-7.499,1,0.0327,99.748,4,0.7609999999999999
Fast Car,79,296800,0.313,0.711,0.292,0.0,4,0.131,-15.523,0,0.037,103.951,4,0.1939999999999999
I'll Take You There,67,196826,0.0969999999999999,0.8440000000000001,0.597,0.0,0,0.0777,-8.618,1,0.0482,101.674,4,0.795
Woman Like Me (feat. Nicki Minaj),85,228206,0.173,0.757,0.8490000000000001,0.0,5,0.0878,-3.424,0,0.0536,150.036,4,0.826
Piensa,50,197770,0.143,0.5429999999999999,0.61,0.0,5,0.0927,-7.987999999999999,0,0.0289999999999999,114.702,3,0.291
Mothers Day,54,169888,0.988,0.3939999999999999,0.00305,0.945,11,0.0934,-29.896,1,0.0574,72.62100000000001,4,0.114
Without You (feat. Sandro Cavazza),50,181672,0.00179,0.652,0.855,0.0,2,0.0404,-4.832,1,0.0441,134.009,4,0.2789999999999999
(I've Had) The Time of My Life,21,289680,0.0476,0.6970000000000001,0.665,0.00665,6,0.0796,-12.907,0,0.0412,108.535,4,0.485
Candilejas,39,165186,0.484,0.612,0.402,8.44e-05,7,0.118,-6.475,1,0.0337,124.236,4,0.6990000000000001
"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",61,186067,0.000633,0.743,0.522,0.0,8,0.1159999999999999,-7.999,1,0.113,88.959,4,0.245
Khalina,26,287880,0.0128,0.685,0.903,1.58e-05,6,0.027,-6.482,0,0.0392,127.985,4,0.8440000000000001
Get Ur Freak On,73,211120,0.5329999999999999,0.797,0.75,0.108,0,0.095,-9.369,1,0.247,177.87,4,0.74
all the kids are depressed,76,169973,0.836,0.773,0.437,2.42e-05,9,0.544,-8.281,1,0.0963,103.861,4,0.7070000000000001
Blood Diamonds,45,256959,0.121,0.58,0.579,0.0,2,0.209,-9.357,1,0.288,149.764,4,0.498
Easy,58,184141,0.355,0.847,0.703,3.9500000000000005e-05,6,0.0938,-4.434,1,0.0746,112.045,4,0.777
Better Dayz,59,266482,0.272,0.53,0.685,0.0,2,0.1169999999999999,-7.92,1,0.412,82.649,4,0.741
Alone In A Room,70,245861,0.00251,0.482,0.946,0.0,4,0.0466,-3.2310000000000003,0,0.0853,135.071,4,0.287
By Mistake,66,179906,0.0767,0.825,0.653,8.74e-06,10,0.1,-6.216,0,0.102,143.933,4,0.23
This Is How We Do It,67,238800,0.0159,0.799,0.63,0.0,0,0.4529999999999999,-9.279,1,0.0748,103.647,4,0.772
That's All I Need,7,213147,0.0175,0.765,0.657,0.0,11,0.345,-6.394,0,0.0829,91.998,4,0.5529999999999999
Wonderwall - Remastered,75,258732,0.000453,0.372,0.865,0.0,2,0.2339999999999999,-4.918,1,0.0381,174.53,4,0.478
Ex's & Oh's,75,202173,0.0183,0.612,0.921,0.0,7,0.0576,-2.879,1,0.0848,139.986,4,0.4529999999999999
Say Something,81,278893,0.103,0.7070000000000001,0.632,1.09e-05,10,0.0841,-7.031000000000001,1,0.0789,97.04,4,0.372
Burn the House Down,68,212373,0.0364,0.4539999999999999,0.66,0.0,0,0.181,-4.357,1,0.168,184.353,4,0.568
Holocene,72,336613,0.943,0.375,0.304,0.303,1,0.126,-14.52,1,0.0302,147.989,4,0.147
Hips Don't Lie,84,218093,0.284,0.778,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
Apparition,50,233949,0.804,0.239,0.2339999999999999,0.0133,2,0.0688,-14.436,1,0.0385,74.313,5,0.1169999999999999
I Know,62,195106,0.395,0.644,0.523,0.0,4,0.093,-7.66,1,0.0378,95.966,4,0.445
Just A Friend,63,238266,0.12,0.862,0.6629999999999999,0.0,0,0.318,-9.004,1,0.21,85.30799999999999,4,0.8370000000000001
Rooftop to the Basement,30,204977,0.17,0.845,0.821,0.0,1,0.311,-5.941,1,0.313,98.08,4,0.674
Electric Love,43,218160,0.00497,0.373,0.86,0.00078,6,0.209,-6.518,0,0.089,120.014,4,0.583
Tutti Frutti,14,146640,0.782,0.532,0.591,0.0,0,0.0647,-3.81,0,0.0591,184.4,4,0.962
Applause,73,212333,0.0265,0.669,0.78,1.63e-06,7,0.143,-4.287,0,0.053,139.945,4,0.738
On My Side,27,184152,0.501,0.6679999999999999,0.612,0.000111,8,0.1159999999999999,-6.664,1,0.0598,115.006,4,0.492
Kept Back (feat. Lil Pump),76,177651,0.0713,0.907,0.637,0.0,10,0.0816,-5.497999999999999,1,0.1169999999999999,130.012,4,0.496
Skinny Love,12,238520,0.843,0.565,0.257,3.03e-06,0,0.109,-14.04,1,0.0579,76.493,4,0.111
All I Want,60,196333,0.0558,0.6,0.8109999999999999,6.82e-06,5,0.109,-7.693,1,0.0788,124.303,4,0.622
Bad,72,177973,0.366,0.8270000000000001,0.613,1.25e-05,8,0.093,-5.34,1,0.0621,137.96,4,0.747
Ain't No Rest For The Wicked - Original Version,72,175493,0.0597,0.635,0.914,0.0,0,0.601,-5.631,1,0.111,156.014,4,0.922
The Lazy Song,74,190213,0.332,0.738,0.804,0.0,11,0.2789999999999999,-3.851,1,0.0621,174.94299999999998,4,0.949
MIA (feat. Drake),94,210367,0.0143,0.818,0.54,0.000512,6,0.099,-6.35,0,0.0544,97.064,4,0.174
Yo Voy (feat. Daddy Yankee),65,232019,0.0409999999999999,0.8079999999999999,0.6970000000000001,0.0,10,0.0546,-5.899,1,0.241,95.06,4,0.5539999999999999
Undead,67,265053,0.0146,0.511,0.937,0.0,2,0.304,-5.1160000000000005,0,0.115,163.141,4,0.484
Sensacion del Bloque,60,182186,0.114,0.696,0.722,0.0,7,0.26,-7.352,1,0.0472,92.017,4,0.4639999999999999
Wallflowers,8,235573,0.0005639999999999,0.5429999999999999,0.833,2.93e-05,2,0.2739999999999999,-4.496,1,0.0289,92.002,4,0.303
Army Arrangement,23,1799346,0.4679999999999999,0.737,0.8490000000000001,0.00187,0,0.0862,-5.587000000000001,0,0.0688,98.162,4,0.6859999999999999
All My Ex's Live In Texas,56,200826,0.235,0.762,0.318,6.12e-06,9,0.138,-16.046,1,0.0355,130.516,4,0.677
Rude,76,224840,0.0423,0.774,0.7559999999999999,0.0,1,0.305,-4.995,1,0.0389,144.032,4,0.931
Old Soul - Acoustic,23,282659,0.348,0.296,0.249,7.41e-05,2,0.152,-12.876,1,0.0283,141.19799999999998,4,0.303
Time's Always Leaving,46,197120,0.00128,0.5429999999999999,0.8859999999999999,0.0,2,0.122,-5.087,1,0.0508,128.219,4,0.38
Sueño Americano,21,244413,0.574,0.6509999999999999,0.867,0.0,8,0.0677,-4.817,0,0.182,90.021,4,0.84
N'Brik N'Brik,41,136000,0.00162,0.733,0.889,0.0,7,0.337,-4.396,1,0.0414,120.046,4,0.785
Uproar,88,194184,0.0595,0.743,0.87,0.0,1,0.299,-2.188,1,0.212,99.075,4,0.884
Collard Greens,75,299960,0.025,0.825,0.575,9.94e-06,11,0.205,-4.87,1,0.0633,153.954,4,0.65
REEL IT IN,87,121346,0.073,0.754,0.342,0.0,10,0.193,-8.677,0,0.0991,128.981,4,0.423
Cowboy Take Me Away,66,287266,0.365,0.467,0.622,0.00527,6,0.0982,-7.255,1,0.031,164.418,4,0.455
Buchipluma Na' Ma',27,326560,0.735,0.62,0.794,0.0891,2,0.318,-7.685,1,0.0406,103.84,4,0.924
Million Bucks,63,239893,0.00602,0.608,0.865,0.0,1,0.127,-3.961,0,0.0451,100.026,4,0.568
Keep It Jackin,49,190384,0.00989,0.597,0.948,0.526,1,0.3,-4.104,1,0.0664,130.00799999999998,4,0.0969999999999999
Start Choppin',53,340186,0.00411,0.373,0.755,0.000799,2,0.0635,-7.574,1,0.103,111.813,4,0.57
Marvin & Chardonnay,56,222866,0.0671,0.613,0.807,0.0,11,0.322,-2.739,0,0.0382,133.023,4,0.813
Spread Love (Paddington) [feat. DVNO],67,192731,0.0215,0.7290000000000001,0.899,0.00118,0,0.1159999999999999,-4.757,1,0.191,121.97,4,0.623
Sleep,52,246632,0.0703,0.486,0.815,0.726,2,0.176,-4.923,1,0.0391,104.592,4,0.611
Se Murio De Amor,55,186280,0.392,0.527,0.696,0.0,0,0.0907,-3.386,1,0.0428,159.77100000000002,4,0.8170000000000001
broken,49,204878,0.00236,0.667,0.716,2.09e-06,7,0.0421,-5.693,1,0.0478,122.976,4,0.44
"""45""",48,202493,0.000696,0.315,0.97,0.0,8,0.2769999999999999,-4.709,1,0.102,178.06799999999998,4,0.423
North Face,60,196799,0.792,0.802,0.382,0.163,10,0.0783,-7.356,1,0.0312,99.969,4,0.581
